epoch,train_loss,val_loss,train_acc,val_acc
1,1.0589641927083333,0.993914714495341,0.4483809523809524,0.6266666666666667
2,0.8244296526227679,0.733800089597702,0.6430476190476191,0.6373333333333333
3,0.6901688929966517,0.6482998909155527,0.6967619047619048,0.7066666666666667
4,0.6370814977373396,0.6258947093089422,0.7196190476190476,0.7173333333333334
5,0.6070400234404064,0.6002293880383174,0.7329523809523809,0.724
6,0.5835113065810431,0.5852504958311717,0.7382857142857143,0.724
7,0.5772343281337193,0.552065949122111,0.7529523809523809,0.7466666666666667
8,0.5652707732064384,0.5410344706773758,0.7493333333333333,0.7533333333333333
9,0.5662473387945266,0.5973811773061752,0.7508571428571429,0.7266666666666667
10,0.5489965382530576,0.538438246289889,0.7596190476190476,0.752
11,0.5466573090326219,0.527434715072314,0.7619047619047619,0.7506666666666667
12,0.5361010475158692,0.5297157828410467,0.7632380952380953,0.7573333333333333
13,0.5233018428257533,0.5088670457402865,0.7716190476190476,0.7706666666666667
14,0.5124466291155134,0.5272704122712215,0.7817142857142857,0.7586666666666667
15,0.5095069051470076,0.519851408312718,0.7767619047619048,0.7546666666666667
16,0.5133598047892253,0.5181206531922022,0.7775238095238095,0.776
17,0.5022003488086518,0.5000045318404833,0.7807619047619048,0.772
18,0.48727942276000974,0.5074810228943825,0.7887619047619048,0.76
19,0.48899551464262464,0.5142934357027212,0.7881904761904762,0.7626666666666667
20,0.48388204919724237,0.49729844788710276,0.791047619047619,0.7693333333333333
21,0.46833660888671874,0.5622158203075329,0.804,0.7546666666666667
22,0.4778911955697196,0.5122126090029876,0.7914285714285715,0.7693333333333333
23,0.4616073190598261,0.5151590264663101,0.7979047619047619,0.768
24,0.4561664672124954,0.4910669140915076,0.8053333333333333,0.78
25,0.4456155597141811,0.5058179489870867,0.8053333333333333,0.776
26,0.43646497853597005,0.49824794150392215,0.8060952380952381,0.776
27,0.4419420949845087,0.4870240186055501,0.811047619047619,0.7786666666666666
28,0.42462482116335915,0.4865930037399133,0.815047619047619,0.7893333333333333
29,0.4271055053529285,0.4967215153425932,0.8106666666666666,0.7813333333333333
30,0.4208302195412772,0.5086325174942613,0.815047619047619,0.7746666666666666
31,0.40373127946399506,0.5007212212954958,0.8293333333333334,0.784
32,0.4122815996805827,0.5106006320466598,0.8243809523809524,0.78
33,0.3959277224767776,0.490465957959493,0.836952380952381,0.768
