sample,cnn_time_ms
0,1.1765099989133887
1,1.0072350014525
2,0.8735609990253579
3,0.7965350014274009
4,0.8697670018591452
5,0.9026930019899737
6,0.8207819992094301
7,0.7749980031803716
8,0.7993710023583844
9,0.8109000009426381
10,0.9071790009329561
11,0.8081010018941015
12,0.796611999248853
13,0.8520219998899847
14,0.8469919994240627
15,0.808813998446567
16,0.8681319995957892
17,0.8288530007121153
18,0.7491210017178673
19,0.7926440011942759
20,0.8455110000795685
21,0.7966000011947472
22,0.8763469995756168
23,0.8693820018379483
24,0.7846170010452624
25,0.8348769988515414
26,0.8610439981566742
27,0.7720749999862164
28,0.7781589993101079
29,0.8026420000533108
30,0.7976599990797695
31,0.9701849994598888
32,0.9117449990299065
33,0.8307450007123407
34,0.7843029998184647
35,0.910202998056775
36,0.8649470000818837
37,0.9181360001093708
38,1.0044410009868443
39,0.8164089995261747
40,0.7525389992224518
41,0.8982829967862926
42,0.7682579998800065
43,0.7288439992407802
44,0.6952459989406634
45,0.689350999891758
46,0.6773099994461518
47,0.6901410015416332
48,0.7070169995131437
49,0.8145520005200524
50,0.8564509989810176
51,0.7750490003672894
52,0.8109519985737279
53,0.7375170025625266
54,0.8102510000753682
55,0.8773039990046527
56,0.7381230025202967
57,0.7314070026041009
58,0.8895879982446786
59,0.7779050029057544
60,0.7299889985006303
61,0.9087280013773125
62,0.7999820008990355
63,0.7870070003264118
64,0.824863000161713
65,0.7793610020598862
66,0.7495360005123075
67,0.7759530017210636
68,0.8718480021343566
69,0.769497000874253
70,0.8216820024244953
71,0.8487499981129076
72,1.2538769988168497
73,0.8603159985796083
74,0.9955499990610406
75,0.9621850003895815
76,0.930484999116743
77,1.0692670002754312
78,1.0354240002925508
79,1.0549660000833683
80,0.8879830020305235
81,0.9334399983345065
82,1.092495000193594
83,1.020122002955759
84,0.9756809995451476
85,1.0427760025777388
86,0.9603470025467686
87,0.9230549985659309
88,0.9076930000446737
89,0.9118230009335093
90,0.9651279979152605
91,0.8722290003788657
92,0.9306720021413639
93,0.867531998665072
94,0.8522169991920236
95,0.8635859994683415
96,0.856471000588499
97,0.8447119980701245
98,0.861922002513893
99,0.886902998900041
