,precision,recall,f1-score,support
0,0.5753715498938429,0.542,0.5581874356333677,500.0
100,0.8921161825726142,0.86,0.8757637474541752,500.0
500,0.5724508050089445,0.64,0.6043437204910292,500.0
1000,0.7329842931937173,0.56,0.6349206349206349,500.0
1500,0.568259385665529,0.666,0.6132596685082873,500.0
2000,0.8653846153846154,0.9,0.8823529411764706,500.0
accuracy,0.6946666666666667,0.6946666666666667,0.6946666666666667,0.6946666666666667
macro avg,0.7010944719532105,0.6946666666666667,0.694804691363994,3000.0
weighted avg,0.7010944719532105,0.6946666666666667,0.6948046913639941,3000.0
