sample,svm_time_ms
0,0.6160349985293578
1,0.5949160004092846
2,0.5458519990497734
3,0.5126850010128692
4,0.48790900109452195
5,0.49916200077859685
6,0.4759879993798677
7,0.5096540007798467
8,0.5160410000826232
9,0.49869199938257225
10,0.6952650001039729
11,0.5771130017819814
12,0.5628640028589871
13,0.5243039995548315
14,0.5323929981386755
15,0.5707109994546045
16,0.5941230010648724
17,0.6189460000314284
18,0.7703180017415434
19,0.9331010005553253
20,0.6729799970344175
21,0.6320050015347078
22,0.7862419988668989
23,0.6053750003047753
24,0.5551649992412422
25,0.5089020014565904
26,0.5095800006529316
27,0.4727020022983197
28,0.500607999128988
29,0.7103899988578632
30,0.7473250007024035
31,0.6348219976644032
32,0.5345370009308681
33,0.5188819995964877
34,0.7056210015434772
35,0.7772749995638151
36,0.6377899990184233
37,0.5740119995607529
38,0.5431140016298741
39,0.6868019991088659
40,0.6907790011609904
41,0.7484919988201
42,0.6209639977896586
43,0.5056629997852724
44,0.4799880007340107
45,0.5085470002086367
46,0.4977909993613139
47,0.47913399976096116
48,0.4665259984903969
49,0.5152640005690046
50,0.5543539991776925
51,0.5111039972689468
52,0.4969809997419361
53,0.6075269993743859
54,0.6190550011524465
55,0.581177999265492
56,0.5473339988384396
57,0.5283610007609241
58,0.4832339982385747
59,0.48416899880976416
60,0.5347000005713198
61,0.5221020001044963
62,0.49511199904372916
63,0.4937759986205492
64,0.5033960005675908
65,0.5250440008239821
66,0.5297780007822439
67,0.5000250021112151
68,0.5156949991942383
69,0.5268100030662026
70,0.5178639985388145
71,0.47704499957035296
72,0.4605590002029203
73,0.4630390030797571
74,0.46667100104968995
75,0.5010649983887561
76,0.46459000077447854
77,0.49292800031253137
78,0.48727500325185247
79,0.539920998562593
80,0.49868399946717545
81,0.49243499961448833
82,0.5246470027486794
83,0.46913100231904536
84,0.4816109976673033
85,0.47015599920996465
86,0.4856949999521021
87,0.5137869993632194
88,0.49925500206882134
89,0.5130919998919126
90,0.4910260031465441
91,0.5115099993417971
92,0.4954760006512515
93,0.5248969973763451
94,0.49919899902306497
95,0.4910530005872715
96,0.46559699694626033
97,0.48367199997301213
98,0.4796430002897978
99,0.5052359992987476
