,0,100,1500,2000
0,0.0,14.690360561609614,7.7978186575363955,16.657871944211333
100,14.690360561609614,0.0,13.811258917669413,8.238383767817398
1500,7.7978186575363955,13.811258917669413,0.0,11.340536376502444
2000,16.657871944211333,8.238383767817398,11.340536376502444,0.0
