,0,100,1500,2000
0,0.0,22.256205648117856,16.628662821651506,26.72547226925144
100,22.256205648117856,0.0,21.03369268657053,18.027979603536505
1500,16.628662821651506,21.03369268657053,0.0,21.6134256503104
2000,26.72547226925144,18.027979603536505,21.6134256503104,0.0
