,precision,recall,f1-score,support
0,0.8451242829827916,0.884,0.8641251221896383,500.0
100,0.9408163265306122,0.922,0.9313131313131313,500.0
500,0.7344028520499108,0.824,0.7766258246936852,500.0
1000,0.8128654970760234,0.556,0.6603325415676959,500.0
1500,0.6428571428571429,0.738,0.6871508379888268,500.0
2000,0.9254901960784314,0.944,0.9346534653465347,500.0
accuracy,0.8113333333333334,0.8113333333333334,0.8113333333333334,0.8113333333333334
macro avg,0.8169260495958187,0.8113333333333334,0.809033487183252,3000.0
weighted avg,0.8169260495958187,0.8113333333333334,0.8090334871832521,3000.0
