sample,svm_time_ms
0,0.4411589980009012
1,0.32288900183630176
2,0.30081600198172964
3,0.27146799766342156
4,0.2716900016821455
5,0.27735600087908097
6,0.3191169998899568
7,0.28212899997015484
8,0.2922610001405701
9,0.31515500086243264
10,0.2833460021065548
11,0.3555290022632107
12,0.30135500128380954
13,0.2901049992942717
14,0.28376599948387593
15,0.3100889989582356
16,0.27673799922922626
17,0.27831199986394495
18,0.32746800206950866
19,0.29521199758164585
20,0.33285700192209333
21,0.2883969973481726
22,0.29157899916754104
23,0.3246239975851495
24,0.30627500018454157
25,0.3123520000372082
26,0.28906399893458
27,0.29088600058457814
28,0.2939549995062407
29,0.3040590017917566
30,0.29157300014048815
31,0.2847479991032742
32,0.3041039999516215
33,0.306182999338489
34,0.3035520021512639
35,0.3081209979427513
36,0.2778570014925208
37,0.27864399817190133
38,0.27965300250798464
39,0.28846900022472255
40,0.28808600109186955
41,0.2989349995914381
42,0.28969100094400346
43,0.2859920023183804
44,0.27869299810845405
45,0.28139400092186406
46,0.30870000045979396
47,0.2943440013041254
48,0.3089739984716289
49,0.3099770001426805
50,0.27620100081549026
51,0.2983529993798584
52,0.3034149995073676
53,0.34708900057012215
54,0.3041729978576768
55,0.3503059997456148
56,0.42674599899328314
57,0.304852997942362
58,0.30743399838684127
59,0.4006180024589412
60,0.44116600111010484
61,0.33755199910956435
62,0.3050199993595015
63,0.32663099773344584
64,0.3065920027438551
65,0.2864519992726855
66,0.3029140025319066
67,0.3004099999088794
68,0.2752599975792691
69,0.27807900187326595
70,0.4148209991399199
71,0.33195200012414716
72,0.33684699883451685
73,0.31559099807054736
74,0.29711600291193463
75,0.28063599893357605
76,0.26867799897445366
77,0.276818002021173
78,0.2676839976629708
79,0.284068999462761
80,0.28181900052004494
81,0.3016600021510385
82,0.2888960007112473
83,0.2700180011743214
84,0.2871649994631298
85,0.2946370004792698
86,0.2697630006878171
87,0.26986100056092255
88,0.27537200003280304
89,0.27514300018083304
90,0.2712360001169145
91,0.2789409991237335
92,0.28029800159856677
93,0.27845400109072216
94,0.2799120011331979
95,0.2960439996968489
96,0.26564500149106607
97,0.27206999948248267
98,0.27579800007515587
99,0.27052400037064217
