feature_index,mi
243,0.9882921348928473
476,0.9844584187952516
115,0.9674054811652664
164,0.966457064095525
237,0.9651131864676052
116,0.9432941155853283
494,0.9276588262911487
406,0.9215995671468638
280,0.9197293402474405
12,0.9165854355310181
241,0.9019925565114819
389,0.8876292652532125
487,0.8781072015054985
392,0.8769446165426191
499,0.8673598376608429
81,0.8670361596278902
171,0.8624424295076287
466,0.8614744381061512
282,0.8614121470905067
283,0.8586306055816939
134,0.8526641281514891
0,0.8522125092097299
477,0.8516737364109952
30,0.8498186000858292
239,0.8449960702843868
121,0.8447879631702904
318,0.8418770542982326
410,0.8296951019035701
56,0.8163028079691794
201,0.8158742740629823
183,0.8149423234288582
336,0.8088010336001976
287,0.7994883959823043
177,0.7939866094150538
479,0.7932728368632154
80,0.7904491320262694
347,0.7822302353876012
92,0.7797360664004618
322,0.7788198977342302
343,0.7746666621833131
130,0.7718915146720955
140,0.7664147864488937
413,0.762074589999318
454,0.7509183111199442
137,0.7426432209335823
13,0.7367346917250923
163,0.7339329726337598
294,0.7239019184425965
281,0.7230799658931482
375,0.7144847527252858
234,0.7143115839301282
331,0.7139503199112891
43,0.7108260218867066
427,0.7093566985507751
484,0.7088842354360572
153,0.7002030256539427
135,0.6983892917144203
37,0.6945294971135909
470,0.6926379892565087
257,0.6922814701603475
429,0.690369166183765
107,0.6880515444750297
455,0.6865131342888326
367,0.6809530617450763
5,0.674206113152672
89,0.6683619164134562
471,0.6672390792108609
350,0.6668085195789755
21,0.6609842838935358
187,0.6583318929104656
293,0.6566730181216656
340,0.6468074786043294
154,0.633946262387223
229,0.6297324723308506
186,0.6230661410367033
503,0.6221572301408345
507,0.6082597145240749
268,0.6069022370814383
496,0.6046117810355827
63,0.5832062778690053
128,0.576433136755305
148,0.5677162152221866
193,0.565350383432051
299,0.5505096840936501
417,0.5363266371730648
51,0.5193032123905663
246,0.5157959754448105
204,0.5076879479863736
166,0.5000895081666155
249,0.477036760967569
42,0.47342267592771536
374,0.4703508857087
97,0.469315488806207
147,0.46803489326707925
206,0.4560356996441981
225,0.44392684537121463
