PC1,PC2,True_Label
10.890731,-2.003676,0
11.738932,-1.4360522,0
12.567227,1.4150074,0
14.286357,-2.4458008,0
11.08088,-2.4016085,0
10.377935,-0.94154096,0
9.942952,-1.6686603,0
9.883414,-1.8341675,0
8.478723,-0.31221652,0
16.01705,-2.5881746,0
10.180672,-0.45897675,0
10.039418,-0.98230934,0
9.975794,-2.393794,0
10.571385,-1.105706,0
7.570791,-1.5067301,0
8.63719,0.63886976,0
9.464189,-1.4207623,0
10.208315,-1.5701966,0
11.804316,0.03229022,0
7.7118573,-0.73636985,0
10.605813,-3.6091685,0
9.420112,0.68459153,0
10.870662,-2.4695208,0
11.237279,-2.1796799,0
11.39056,-0.36755848,0
7.982535,-0.6844847,0
9.242755,0.92284703,0
14.169635,-2.411522,0
9.97553,-1.3063202,0
9.132653,0.13227868,0
13.785129,-1.2520287,0
9.987765,0.5050447,0
10.972414,-2.4605112,0
10.831728,-1.4184499,0
10.407732,-1.663802,0
9.311403,-1.4998122,0
11.848925,-0.47083068,0
11.479933,-0.96032643,0
10.21891,-3.3568254,0
8.685767,1.375202,0
8.424332,-0.15997553,0
12.248262,-3.047077,0
11.67566,-0.9665406,0
10.742133,-2.0282173,0
9.306296,-1.7284813,0
10.977868,-1.1261954,0
10.059018,-2.2022939,0
11.042592,-2.295332,0
12.801451,-1.0308228,0
12.089638,-2.8299491,0
11.525429,-1.5577219,0
11.831891,-1.4989591,0
11.625311,-2.5029926,0
9.817983,-1.2028246,0
12.76338,-1.5585858,0
10.598443,-0.49217868,0
11.594673,-2.533979,0
11.485742,-0.6835563,0
11.906296,-1.9807882,0
11.225188,-1.4242967,0
11.69116,-1.997981,0
10.820582,-0.73302627,0
10.652951,-0.8142655,0
5.2622814,-0.16970015,0
11.559186,-2.9681447,0
10.164557,-2.3892097,0
11.582473,-2.1902518,0
10.188409,-2.264418,0
8.129056,-2.5729902,0
11.617429,-3.9619575,0
9.035072,-1.1896765,0
9.944617,-2.752459,0
10.853826,-0.6679039,0
11.491564,-1.1120505,0
11.084485,-2.0202513,0
10.756403,-2.074622,0
12.106924,-1.6497204,0
8.434127,-1.9404324,0
9.25846,-2.0958037,0
12.449588,-2.2512228,0
10.241265,-1.0870686,0
11.862304,-1.3999195,0
10.686103,-0.13750172,0
11.4323015,-0.82221556,0
13.674933,-1.0394709,0
11.383447,-2.1208696,0
11.45181,-3.0520043,0
12.958091,-2.2042747,0
9.572771,-1.689639,0
11.991012,-1.8345997,0
10.879219,-1.0972636,0
10.359427,-3.0587578,0
8.548299,-1.569956,0
11.460103,-0.9581809,0
9.160801,0.0061933994,0
11.412771,-3.1855063,0
11.185226,-2.0377703,0
9.041643,-1.6647239,0
12.324897,0.08110094,0
10.418527,1.252415,0
11.892913,-0.7195728,0
13.7069025,-2.8761868,0
10.781589,0.69206834,0
14.730606,-1.920347,0
9.188284,0.059715033,0
12.612475,0.0068295,0
10.552953,-1.6691656,0
10.312384,-0.585768,0
11.24756,-0.30481267,0
9.4806595,0.32665825,0
9.798552,-0.6326904,0
10.488807,-1.6084968,0
12.22849,-0.25297976,0
14.437208,-1.9797547,0
12.96249,-2.2344327,0
8.070962,-0.72444797,0
10.633613,-0.20774579,0
12.770118,-1.4350019,0
11.920232,-0.6979766,0
7.6768274,-0.82111716,0
9.314058,-1.7161021,0
15.468423,-2.7445314,0
8.39475,-0.14340997,0
9.536073,-1.323813,0
11.016591,-1.1842959,0
13.961387,-2.0819354,0
10.802385,-2.267083,0
11.652203,-2.0584636,0
9.794978,1.0731452,0
12.797408,-1.1779394,0
11.747651,-0.48185897,0
13.33552,-1.2740725,0
10.741111,-0.9152231,0
10.652074,1.1678269,0
10.791379,-0.21682715,0
12.593232,0.05909276,0
14.551284,-1.9700363,0
13.512128,-1.382177,0
10.618207,-1.7841631,0
9.995539,-1.1028254,0
11.48178,1.0912116,0
9.26649,1.7305486,0
10.619407,-1.4104757,0
12.488673,-0.28875422,0
12.657266,-2.0880027,0
12.950009,-0.13472629,0
10.52446,-1.7627858,0
10.236163,-0.6980622,0
7.833164,-2.2160423,0
13.000823,-1.3380597,0
10.436461,-1.1287944,0
11.837083,-1.8978297,0
10.036068,-2.924147,0
9.7031145,-1.7157451,0
6.4767528,-0.83189607,0
11.171643,-2.9139557,0
7.173679,-1.975457,0
7.8073673,-3.1085086,0
12.4882,-1.750812,0
9.039888,-0.9542358,0
7.788215,-1.7369804,0
8.556529,-4.091197,0
11.515303,-0.5111468,0
11.718001,-2.0335898,0
9.887392,-0.3843236,0
10.134918,-2.088811,0
11.361873,-3.226653,0
9.359264,-1.5371292,0
10.5238285,-2.59461,0
8.094926,-0.4837563,0
12.390277,-0.5104537,0
11.448793,-2.4656234,0
13.246591,-1.352694,0
6.872422,-0.32161355,0
10.57162,-1.1890552,0
9.381021,-1.912417,0
12.797292,-0.6257036,0
10.435832,-1.3581032,0
9.085179,-2.0620966,0
13.838729,2.2234976,0
13.086923,-1.7451756,0
5.681417,-4.4151073,0
1.1118459,-1.3886584,0
12.838124,-1.4936911,0
11.706965,-3.3090372,0
12.294532,-1.9868758,0
11.101411,-1.7480001,0
11.272847,-1.345602,0
11.557206,-1.0830643,0
8.805364,-1.322767,0
10.807361,-1.0204375,0
9.993704,-0.20021152,0
10.641986,-1.598182,0
10.045813,-1.8839145,0
10.76846,-3.611803,0
7.105437,-0.56184626,0
9.67133,-0.9928937,0
10.066249,-2.2217536,0
8.506175,-0.9751477,0
10.0324955,-2.9222617,0
8.348651,-2.0310998,0
5.950874,-1.6994267,0
10.863715,-0.56968784,0
11.653718,-1.7114732,0
12.276763,-2.0908046,0
9.031966,-2.287714,0
11.22034,-3.9607134,0
10.706085,0.33225536,0
3.6407585,-6.793498,0
5.6286607,-2.4132645,0
12.999659,-1.9093992,0
8.053019,-1.3493862,0
12.276006,-2.2665963,0
8.78233,-1.1637568,0
10.543692,0.43469644,0
10.504285,-1.0955448,0
10.076173,-1.5894663,0
10.025533,0.7408271,0
8.687141,0.84539914,0
12.885335,-0.9656122,0
10.169286,0.36381292,0
11.212553,-1.2570894,0
11.86114,-1.477013,0
13.356954,-2.3733473,0
9.716098,-0.1742127,0
7.43432,-1.2501097,0
10.40978,-0.44202852,0
11.67673,-1.6811695,0
6.4520297,-2.5984366,0
9.661091,-1.7452122,0
12.256122,-1.986814,0
10.810141,-0.5703924,0
10.083831,0.23078942,0
8.804929,-4.140599,0
10.058857,1.0338137,0
12.258779,-1.5351615,0
11.891306,-1.2903757,0
9.337325,-1.7631507,0
10.660237,-0.820492,0
12.002434,-1.5530455,0
14.001536,-3.5228972,0
10.404735,-2.0889533,0
10.82743,-2.2396464,0
11.236767,-1.1959,0
11.559537,-0.32998443,0
9.757617,-1.9712292,0
9.779555,-0.86872506,0
13.130543,-0.5923171,0
12.249341,-2.3474944,0
12.526486,-0.032365084,0
10.039081,-1.9272773,0
11.33985,-3.637642,0
12.395001,-0.85338664,0
10.760148,-3.0881946,0
11.045943,0.87615895,0
10.588456,-2.116212,0
7.8613315,-1.0375984,0
9.029918,-1.1486938,0
8.780553,-0.64929295,0
11.633212,-4.304035,0
7.8142743,-3.1032114,0
12.355575,-2.0083637,0
10.197227,-1.8471509,0
12.003949,-0.7709205,0
10.8724575,-1.6334157,0
