,0,100,500,2000
0,0.0,14.506918168922095,3.4396268114863426,16.12615759022721
100,14.506918168922095,0.0,15.20879629171424,8.637904292719009
500,3.4396268114863426,15.20879629171424,0.0,14.606518703618587
2000,16.12615759022721,8.637904292719009,14.606518703618587,0.0
