,0,100,1000,2000
0,0.0,20.913108035250325,16.362045204446744,25.76826035648568
100,20.913108035250325,0.0,21.44779621841634,18.032550857947204
1000,16.362045204446744,21.44779621841634,0.0,21.75909045832747
2000,25.76826035648568,18.032550857947204,21.75909045832747,0.0
