,0,100,1000,2000
0,0.0,15.377413766434133,8.694748014895142,17.839734485058464
100,15.377413766434133,0.0,14.955924723093876,8.744159304755144
1000,8.694748014895142,14.955924723093876,0.0,11.97522738357319
2000,17.839734485058464,8.744159304755144,11.97522738357319,0.0
