feature_index,mi
200,0.924638792567624
118,0.9077313265341393
204,0.9049567301649495
341,0.903773773907115
333,0.8993556570800614
63,0.894618971637219
418,0.8686985478309606
322,0.8640063010160246
327,0.8624725942845635
324,0.8575621620603002
218,0.85569058090746
340,0.8552661241083326
436,0.8516176769630737
81,0.8479886353929396
125,0.8474599167246268
130,0.8429246034570228
93,0.8426745559768654
503,0.837515377914362
168,0.8368229374130363
61,0.8330556539799134
8,0.831415299434535
342,0.8265653523403222
77,0.8225866756255964
440,0.8167488934934346
407,0.8164374431770072
358,0.8137296700581111
99,0.8121808398505663
255,0.8107506785243621
508,0.8105693181388045
186,0.8099306619780351
433,0.8039977359564408
217,0.8039836087399228
395,0.8038095877273721
309,0.8015267468554119
121,0.8011579946919998
220,0.7914980922740908
386,0.7828985398587505
369,0.7752120854475324
143,0.772440086384337
490,0.7705334730602247
294,0.7695465672811665
80,0.7678535727702298
65,0.7626462483729959
189,0.7617631863919117
448,0.7562044207426728
344,0.7559531545582248
75,0.7523940841785737
379,0.7470546613459357
110,0.7458432935613966
281,0.7413397480776287
244,0.7410940782448681
26,0.7400789858254502
270,0.7319681996527627
165,0.7301081308776107
11,0.7300331504316899
402,0.7299929057854249
420,0.7293758839635391
489,0.7289994451086883
257,0.7255793699744972
348,0.7248390252184171
60,0.7235695713948758
50,0.722596085139992
271,0.7214951712073483
40,0.7195054754131682
179,0.7177355335668247
469,0.7169154454294602
201,0.7119183118852206
460,0.7105331459217763
307,0.7078993100081226
23,0.7068500959826647
454,0.7051794322014393
238,0.7017496103538536
409,0.6763534107469997
71,0.6675361604242114
254,0.6668357491259571
311,0.66017509372828
494,0.6512901145503145
337,0.6495214960845375
305,0.6493459408799152
160,0.6386062242266446
360,0.6198779892623807
224,0.6182031423338947
97,0.6112965746642627
509,0.6035686735468047
319,0.5960214388668308
301,0.5953329686806259
451,0.5846000573119539
393,0.5703385894415129
475,0.5685317638001779
486,0.566619235564505
359,0.5659903943320033
310,0.5458206000836872
365,0.5148622919153207
115,0.4711572744066177
237,0.40965437980945074
190,0.3859390033625112
