,precision,recall,f1-score,support
0,0.5155502392344498,0.862,0.6452095808383234,500.0
100,0.8737864077669902,0.9,0.8866995073891626,500.0
500,0.5493934142114385,0.634,0.5886722376973074,500.0
1000,0.7954545454545454,0.28,0.41420118343195267,500.0
1500,0.5802469135802469,0.47,0.5193370165745856,500.0
2000,0.8940936863543788,0.878,0.8859737638748738,500.0
accuracy,0.6706666666666666,0.6706666666666666,0.6706666666666666,0.6706666666666666
macro avg,0.7014208677670082,0.6706666666666666,0.6566822149677009,3000.0
weighted avg,0.7014208677670082,0.6706666666666666,0.656682214967701,3000.0
