,precision,recall,f1-score,support
0,0.7489626556016598,0.722,0.7352342158859471,500.0
100,0.902,0.902,0.902,500.0
500,0.6192236598890942,0.67,0.643611911623439,500.0
1000,0.6779279279279279,0.602,0.6377118644067796,500.0
1500,0.5816135084427767,0.62,0.6001936108422071,500.0
2000,0.902,0.902,0.902,500.0
accuracy,0.7363333333333333,0.7363333333333333,0.7363333333333333,0.7363333333333333
macro avg,0.7386212919769098,0.7363333333333334,0.7367919337930622,3000.0
weighted avg,0.7386212919769098,0.7363333333333333,0.7367919337930621,3000.0
