epoch,train_loss,val_loss,train_acc,val_acc
1,1.1927102225848607,0.7997510986328125,0.48228571428571426,0.854
2,0.4960367933341435,0.2754428939819336,0.8421428571428572,0.9
3,0.2725652747835432,0.22542938613891603,0.9035714285714286,0.908
4,0.2210855711357934,0.2105314416885376,0.9151428571428571,0.911
5,0.2161955773489816,0.18184077548980712,0.917,0.922
6,0.19410172927379607,0.14965162444114685,0.9264285714285714,0.944
7,0.19335482736996243,0.16519495820999144,0.9264285714285714,0.927
8,0.1713061214174543,0.20921703100204467,0.935,0.909
9,0.17724505937099458,0.14242668902873992,0.9317142857142857,0.942
10,0.16465274369716645,0.139016255736351,0.9372857142857143,0.943
11,0.16783402945314135,0.10397844898700714,0.9335714285714286,0.963
12,0.16102501680169787,0.12835354661941528,0.9374285714285714,0.95
13,0.14224902282868113,0.1079051218032837,0.9452857142857143,0.96
14,0.14382177354608264,0.13303290021419525,0.9462857142857143,0.953
15,0.1411027844122478,0.09052634668350219,0.9464285714285714,0.968
16,0.13402222333635602,0.13304241287708282,0.9495714285714286,0.947
17,0.12328394109862191,0.10067811965942383,0.953,0.961
18,0.12163775173255376,0.1624228768348694,0.954,0.928
19,0.11896739203589303,0.09127464604377747,0.9528571428571428,0.963
20,0.11392546765293393,0.09746448028087616,0.9547142857142857,0.962
