sample,inference_time_ms
0,6.177101000503171
1,6.387881000591733
2,7.861281999794301
3,7.864813999731268
4,5.963545999293274
5,6.152928000119573
6,6.593580000298971
7,8.062607000283606
8,6.734269999469689
9,5.51720400017075
10,5.8107610002480214
11,5.430137000075774
12,5.363422000300488
13,5.304405000060797
14,5.238057000497065
15,5.282187000375416
16,5.419096999503381
17,5.5351930004690075
18,5.36628100053349
19,5.587364000348316
20,5.375898999773199
21,7.417040999825986
22,5.534733999411401
23,5.407073999776912
24,5.596142999820586
25,6.37001799987047
26,5.510988999958499
27,5.587554000157979
28,5.490712000209896
29,5.381171999943035
30,5.564659999436117
31,5.300890999933472
32,5.562442999689665
33,5.369907999920542
34,5.254529000012553
35,5.408969000200159
36,5.430225999589311
37,5.404059999818855
38,5.327481999302108
39,5.4795930000182125
40,5.356785000003583
41,5.282147999423614
42,5.4673049999109935
43,5.186860000321758
44,5.286100000375882
45,5.399142000896973
46,5.2191380000294885
47,5.271353999887651
48,5.322512999555329
49,7.201551000434847
50,5.872999000530399
51,5.7510199994794675
52,5.477917999996862
53,5.353731000468542
54,5.671228000210249
55,5.931912000050943
56,5.704775999220146
57,5.598902000201633
58,5.5966509999052505
59,5.572358999415883
60,5.5849059999673045
61,5.606093000096735
62,5.667642999469535
63,5.467955999847618
64,5.582544000390044
65,5.553465000048163
66,5.4642169998260215
67,5.529419000595226
68,5.468508999911137
69,5.567052000515105
70,5.70910999977059
71,5.8471990005273256
72,5.6366570006503025
73,5.364076999285317
74,5.29398599974229
75,5.1850489999196725
76,5.200102000344486
77,5.199704000006022
78,5.202821000239055
79,5.345777000002272
80,5.203871999583498
81,5.223778000072343
82,5.387176999647636
83,5.32477300021128
84,5.424255000434641
85,5.540051999560092
86,5.399978999776067
87,5.521174999557843
88,5.453888999909395
89,5.429165999885299
90,5.408412999713619
91,5.328233000000182
92,5.474204000165628
93,5.406723000305647
94,5.398106000029657
95,5.39623699933145
96,5.37474500015378
97,5.476719999933266
98,5.671664999681525
99,5.4575829999521375
