sample,svm_time_ms
0,0.6118060009612236
1,0.5327749968273565
2,0.4935259967169259
3,0.45637999937753193
4,0.4967159984516911
5,0.47312600145232864
6,0.5016970026190393
7,0.43414800165919587
8,0.48839100054465234
9,0.4680109996115789
10,0.5082949974166695
11,0.5370250000851229
12,0.46242800090112723
13,0.44698900092043914
14,0.4482119984459132
15,0.44853100189357065
16,0.43612700028461404
17,0.44108299698564224
18,0.4354939992481377
19,0.4601399996317923
20,0.532906997250393
21,0.4770939995069057
22,0.4440320008143317
23,0.43978599933325313
24,0.44088699723943137
25,0.46439799916697666
26,0.4339890001574531
27,0.4369249982119072
28,0.45399599912343547
29,0.4621379994205199
30,0.4363169973657932
31,0.4277830012142658
32,0.4317269995226525
33,0.4494900022109505
34,0.4492539992497768
35,0.4464209996513091
36,0.44620900007430464
37,0.4744520010717679
38,0.450427000032505
39,0.4426420018717181
40,0.4567460018733982
41,0.45045800288789906
42,0.4401639998832252
43,0.45154799954616465
44,0.438836999819614
45,0.48272999993059784
46,0.45656500151380897
47,0.4349789996922482
48,0.4600829997798428
49,0.44687199988402426
50,0.44155900104669854
51,0.4401019978104159
52,0.464613000076497
53,0.43644700053846464
54,0.4663239997171331
55,0.4629880022548605
56,0.4774910012201872
57,0.4401010010042228
58,0.44794600034947507
59,0.46427599954768084
60,0.45413699990604073
61,0.4756919988722075
62,0.45015600335318595
63,0.45748699994874187
64,0.459502000012435
65,0.46790299893473275
66,0.45086899990565144
67,0.47086700215004385
68,0.4802470029972028
69,0.5120699970575515
70,0.45651799882762134
71,0.45865400170441717
72,0.45397899884846993
73,0.4633310018107295
74,0.4625410001608543
75,0.453443997685099
76,0.5026039980293717
77,0.47246800022548996
78,0.4641429986804724
79,0.4789849990629591
80,0.4839670000365004
81,0.4792139989149291
82,0.47994600026868284
83,0.4713529997388832
84,0.49167100223712623
85,0.5018900010327343
86,0.49788399701355956
87,0.5147260017110966
88,0.48746900210971944
89,0.47150099999271333
90,0.4757860006066039
91,0.468692000140436
92,0.5277950003801379
93,0.5336819995136466
94,0.48264100041706115
95,0.4739319992950186
96,0.4802570001629647
97,0.49927100189961493
98,0.5026610015193
99,0.4584439993777778
