feature_index,mi
201,0.8282428671239144
16,0.8188603824632614
157,0.8171075251136313
53,0.813033024676489
24,0.8080584106973614
237,0.8026626564617416
40,0.7949973988232129
64,0.7867734507194544
41,0.7707342028085653
247,0.7635851167828889
33,0.7561670310026893
72,0.7528666605510577
67,0.7513307497493933
159,0.7393636375125503
42,0.7369010806771252
181,0.7327434981210887
224,0.7307472865042051
189,0.7306547670761867
46,0.728488271816643
185,0.7274572906681012
48,0.7273204069567869
128,0.7188875163969954
166,0.7149802118308677
6,0.7147754098666312
209,0.7108803805920672
179,0.7059689913070559
71,0.7012495761987028
147,0.6997994825995622
73,0.6966956060286198
156,0.6952458159833217
226,0.674193413604784
108,0.6703279891693703
96,0.6699813292068586
193,0.6570609827636495
54,0.6455717549009057
144,0.6371568178356624
14,0.6255702478532279
143,0.6175302918595502
204,0.5754480243579079
162,0.5522255940162375
232,0.5510583119201531
254,0.544861524881207
10,0.5412503556849573
141,0.5159897201672634
253,0.5091173087073431
63,0.5070222367356356
29,0.49894286178260705
176,0.4962968320646888
145,0.48860653322091796
139,0.48748789371595835
231,0.47164518469338734
191,0.4582020973378591
255,0.45761554884908584
32,0.4515241074734222
229,0.45089394251932635
92,0.4506976425830653
45,0.4346421768898603
116,0.40243937282514564
19,0.36113243598105615
60,0.3609010381880302
127,0.3515771625647899
203,0.3495590593515412
178,0.3302577318358093
103,0.3134716697975617
