sample,cnn_time_ms
0,1.4286699988588225
1,1.033357999403961
2,0.9639829986554105
3,0.9642549994168803
4,0.9861650032689795
5,0.9790309995878488
6,0.9375759982503951
7,0.9579299985489342
8,0.9162169990304392
9,0.913094001589343
10,1.003160999971442
11,0.9902249985316303
12,0.9286540007451549
13,0.9601189995009918
14,0.9782269989955239
15,0.9533019983791746
16,1.168831000541104
17,1.021383999614045
18,0.865736001287587
19,0.86455400014529
20,0.9332669978903141
21,0.9518529986962676
22,0.8549170015612617
23,0.9068270010175183
24,0.8304569964820985
25,0.8437270007561892
26,0.8526179990440141
27,0.8819180002319627
28,0.8406209999520797
29,0.8342719993379433
30,0.7832219998817891
31,0.7836969998606946
32,0.9642500008339994
33,0.8651140014990233
34,0.8884950002538972
35,0.9288259971071966
36,0.975855000433512
37,0.8840700029395521
38,0.9282520004489925
39,0.8634389996586833
40,0.8590709985583089
41,0.9234919998561963
42,0.8002400027180556
43,0.8593769998697098
44,0.8379550017707516
45,0.8367730006284546
46,0.7868680004321504
47,0.824704002297949
48,0.8315380000567529
49,0.8399690013902728
50,0.8041080000111833
51,0.83866500062868
52,0.8850990016071592
53,0.7759600011922885
54,0.9303840015491005
55,0.8068320021266118
56,0.8191720007744152
57,0.8562660004827194
58,0.9145049989456311
59,0.9161369998764712
60,0.8622730019851588
61,0.8522310017724521
62,0.8376130026590545
63,0.8305960000143386
64,0.8370470022782683
65,1.2965879977855366
66,0.9188289986923337
67,0.8405980006500613
68,1.0386249996372499
69,0.9234829994966276
70,0.9019850003824104
71,0.9188650001306087
72,1.0760010009107646
73,1.0119690014107618
74,1.0363469991716556
75,0.90501000158838
76,0.8961220009950921
77,0.914886000828119
78,0.8627770002931356
79,0.810220000857953
80,0.8117029974528123
81,0.7882640020397957
82,0.8120270031213295
83,0.8290129990200512
84,0.8535169981769286
85,0.9265709995815996
86,0.8870310011843685
87,0.8001080022950191
88,0.7876039999246132
89,0.8327350005856715
90,0.7681919996684883
91,0.8133629999065306
92,1.0545049990469124
93,0.8976469980552793
94,0.9235580000677146
95,0.8964400003605988
96,0.8915890030039009
97,0.8410939990426414
98,0.8579729983466677
99,0.8089049988484476
