,precision,recall,f1-score,support
0,0.7252964426877471,0.734,0.7296222664015904,500.0
100,0.9085487077534792,0.914,0.9112662013958126,500.0
500,0.6766467065868264,0.678,0.6773226773226774,500.0
1000,0.727710843373494,0.604,0.6601092896174864,500.0
1500,0.6069565217391304,0.698,0.6493023255813953,500.0
2000,0.912,0.912,0.912,500.0
accuracy,0.7566666666666667,0.7566666666666667,0.7566666666666667,0.7566666666666667
macro avg,0.7595265370234462,0.7566666666666667,0.7566037933864936,3000.0
weighted avg,0.7595265370234462,0.7566666666666667,0.7566037933864936,3000.0
