sample,svm_time_ms
0,0.877710001077503
1,0.7982479983184021
2,0.7253240000864025
3,0.671313999191625
4,0.8134500021697022
5,0.7827839981473517
6,0.6905089976498857
7,0.6599309999728575
8,0.6730610002705362
9,0.6973890012886841
10,0.6615810016228352
11,0.6325989998003934
12,0.6417309996322729
13,0.5926810008531902
14,0.6363320026139263
15,0.7706920005148277
16,0.7390790015051607
17,0.692551999236457
18,0.6502910000563134
19,0.6524920027004555
20,0.6338890016195364
21,0.6639740022365004
22,0.7159619999583811
23,0.7402970004477538
24,0.7974500003911089
25,0.9752929981914349
26,0.9688840000308119
27,0.7907120016170666
28,0.6666829976893496
29,0.6371900017256849
30,0.6546010008605663
31,0.6699859986838419
32,0.6496739988506306
33,0.6957229998079129
34,0.7657409987587016
35,0.8452139991277363
36,0.7904679987404961
37,0.7189870011643507
38,0.7228369977383409
39,0.707654999132501
40,0.6821169990871567
41,0.6775610017939471
42,0.6830780002928805
43,0.6611980024899822
44,0.730337000277359
45,0.7091570005286485
46,0.6498069997178391
47,0.6497439972008578
48,0.6870100005471613
49,0.6534080021083355
50,0.6840530004410539
51,0.6851290017948486
52,0.6542070004798006
53,0.6573270002263598
54,0.8757340001466218
55,0.758403999498114
56,0.7121399976313114
57,0.6450510009017307
58,0.6729019987687934
59,0.7272379989444744
60,0.6224780008778907
61,0.6433310009015258
62,0.6339630017464515
63,0.6884450012876187
64,0.769726000726223
65,0.6991910013312008
66,0.6392780014721211
67,0.6928389993845485
68,0.7104259966581594
69,0.6438469972636085
70,0.5837370008521248
71,0.6347979979182128
72,0.6472399982158095
73,0.653160001093056
74,0.8069440009421669
75,0.906878001842415
76,0.7230070004879963
77,0.6854589992144611
78,0.7046820028335787
79,0.6425120009225793
80,0.6711169990012422
81,0.6690600021102
82,0.6537070003105327
83,0.7189229982031975
84,0.7802399995853193
85,0.7474289996025618
86,0.7093390013324097
87,0.6178250005177688
88,0.7281590005732141
89,0.6997799973760266
90,0.6857059997855686
91,0.6958800004213117
92,0.6528640005853958
93,0.6264709991228301
94,0.6940829989616759
95,0.7034770023892634
96,0.700861000950681
97,0.688394000462722
98,0.6466739978350233
99,0.6147870008135214
