,precision,recall,f1-score,support
0,0.8734939759036144,0.87,0.8717434869739479,500.0
100,0.9252873563218391,0.966,0.9452054794520548,500.0
500,0.8473451327433629,0.766,0.8046218487394958,500.0
1000,0.7199074074074074,0.622,0.6673819742489271,500.0
1500,0.6353322528363047,0.784,0.7018800358102059,500.0
2000,0.964509394572025,0.924,0.9438202247191011,500.0
accuracy,0.822,0.822,0.822,0.822
macro avg,0.8276459199640923,0.8220000000000001,0.8224421749906221,3000.0
weighted avg,0.8276459199640922,0.822,0.822442174990622,3000.0
