dataset,cnns_used,train_samples,val_samples,fit_samples,test_samples,fused_dim,K_star,C_star,gamma_star,cv_macro_f1,test_accuracy,test_macro_f1,test_micro_f1,test_macro_precision,test_macro_recall,mean_auc_roc,mean_avg_precision,features_from_cnn5,features_from_cnn6,device,n_runs,cnn_extraction_mean_ms,cnn_extraction_std_ms,svm_predict_mean_ms,svm_predict_std_ms,full_pipeline_mean_ms,full_pipeline_std_ms
/home/jenarththan/Desktop/FYP/May11/Dataset,CNN-5 + CNN-6,10500,1500,12000,3000,768,370,10.0,0.0014115454396232963,0.8457,0.8247,0.8235,0.8247,0.827,0.8247,0.969,0.8673,64,136,cuda,200,1.0345,0.155,2.5594,0.4617,3.5939,0.5008
