accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,avg_inference_ms_per_image,total_parameters,trainable_parameters,model_size_mb,device_used,graphics_card
0.8566666666666667,0.8603758714828293,0.8566666666666665,0.856434944351086,0.8603758714828293,0.8566666666666667,0.8564349443510861,5.5637424000269675,23771078,23771078,90.99089622497559,cuda,NVIDIA GeForce RTX 3050 Ti Laptop GPU
