,precision,recall,f1-score,support
0,0.47651006711409394,0.71,0.570281124497992,500.0
100,0.8755102040816326,0.858,0.8666666666666667,500.0
500,0.5324074074074074,0.23,0.32122905027932963,500.0
1000,0.6866840731070496,0.526,0.5956964892412231,500.0
1500,0.4870229007633588,0.638,0.5523809523809524,500.0
2000,0.8610567514677103,0.88,0.8704253214638972,500.0
accuracy,0.6403333333333333,0.6403333333333333,0.6403333333333333,0.6403333333333333
macro avg,0.6531985673235421,0.6403333333333333,0.6294466007550102,3000.0
weighted avg,0.6531985673235421,0.6403333333333333,0.6294466007550101,3000.0
