sample,cnn_time_ms
0,0.8937940001487732
1,0.7398039997497108
2,0.5986180003674235
3,0.5605079968518112
4,0.6013100028212648
5,0.5957700013823342
6,0.5589539978245739
7,0.5591760018432979
8,0.6155570008559152
9,0.608095000643516
10,0.5521029997908045
11,0.6122230006440077
12,0.6994689974817447
13,0.7260940001287963
14,0.6800049995945301
15,0.6763950004824437
16,0.7440750014211517
17,0.697206000040751
18,0.6432959999074228
19,0.7940319992485456
20,0.7693640000070445
21,0.6745899991074111
22,0.6435719988076016
23,0.7234459990286268
24,0.7115240005077794
25,0.7872739988670219
26,0.9068390027096029
27,0.7577659998787567
28,0.7793219992890954
29,0.859286003105808
30,0.6951340001251083
31,0.7724210008746013
32,0.911342998733744
33,0.8039779968385119
34,0.7444340008078143
35,0.7622740013175644
36,0.7526410008722451
37,0.7989849982550368
38,0.8005449999473058
39,0.8133499977702741
40,0.7274389972735662
41,0.893379001354333
42,0.7855309995647985
43,0.6739710006513633
44,0.750472998333862
45,0.6601509994652588
46,0.6765940015611704
47,0.776890003180597
48,0.7668569996894803
49,0.6831040009274147
50,0.7089790015015751
51,0.6747890001861379
52,0.6219899987627286
53,0.5909579995204695
54,0.7141130008676555
55,0.6493220025731716
56,0.5866760002390947
57,0.5742409994127229
58,0.6654339995293412
59,0.6340420004562475
60,0.5846929998369887
61,0.6043600005796179
62,0.5681549992004875
63,0.5852270005561877
64,0.5173159988771658
65,0.5760469975939486
66,0.5983110022498295
67,0.5843120015924796
68,0.5407349999586586
69,0.5744949994550552
70,0.5799720020149834
71,0.5388490026234649
72,0.5258480014163069
73,0.5738029976782855
74,0.6215860012162011
75,0.6063639993953984
76,0.5668470003001858
77,0.6135009971330874
78,0.5893250017834362
79,0.5848319997312501
80,0.5367659978219308
81,0.5736619968956802
82,0.5809009999211412
83,0.5486640002345666
84,0.5343540033209138
85,0.5239419988356531
86,0.6791810010327026
87,0.5816420016344637
88,0.5127699987497181
89,0.6880469991301652
90,0.6067670001357328
91,0.5713890022889245
92,0.5513989999599289
93,0.7656529996893369
94,0.8021180001378525
95,0.7300750003196299
96,0.7942129996081349
97,0.8640630003355909
98,0.8710670008440502
99,0.8322559988300782
