sample,inference_time_ms
0,7.47177700031898
1,5.657883000822039
2,7.165142999838281
3,6.355034000080195
4,5.479141999785497
5,5.535664000490215
6,5.382374999499007
7,5.195257999730529
8,5.1980990001538885
9,5.351951999728044
10,5.492878000040946
11,5.539130000215664
12,6.022446999850217
13,5.537680000088585
14,5.736838999837346
15,5.864689000190992
16,5.828594000377052
17,5.877425000107905
18,6.058566000319843
19,5.672837000020081
20,5.787781000435643
21,6.2778139999863924
22,5.225742999755312
23,5.069023000032757
24,4.913846999443194
25,4.664730000513373
26,4.643713999939791
27,4.679415000282461
28,4.65436300055444
29,4.6873900000719
30,4.718497000794741
31,4.638945000806416
32,4.808938000678609
33,4.899022000245168
34,4.979387000275892
35,4.911371999696712
36,4.9720249999154476
37,5.0220430002809735
38,5.025721000492922
39,4.991719000827288
40,5.017367000618833
41,5.030239999541664
42,4.952479000166932
43,5.055632000221522
44,4.9465540005257935
45,4.9899959994945675
46,4.958034000082989
47,5.0369149994367035
48,5.034451000028639
49,5.020223000428814
50,5.050780000601662
51,6.5342429998054286
52,8.363231000657834
53,9.154620999652252
54,8.779631999459525
55,8.959853000305884
56,7.7202419997775
57,8.192667999537662
58,8.314429999700224
59,7.123403000150574
60,6.083610000132467
61,5.947978999756742
62,5.529562999981863
63,5.239457000243419
64,5.030283999985841
65,5.107115999635425
66,5.347005999283283
67,5.344187999980932
68,5.379422000260092
69,5.3210089999993215
70,5.337797000720457
71,5.340892000276654
72,4.902027999378333
73,5.870220999895537
74,5.6533229999331525
75,5.412093999439094
76,5.334546000085538
77,5.327322000084678
78,5.3303639997466234
79,5.37283399989974
80,5.24337199931324
81,5.347569000150543
82,5.365306999919994
83,5.363034999390948
84,5.381540000598761
85,5.261424000309489
86,5.2297959991847165
87,5.266101999950479
88,5.299679000017932
89,5.299290000039036
90,5.244554999990214
91,5.07638399994903
92,5.129762000251503
93,5.013482000322256
94,5.004442999961611
95,5.193791999772657
96,5.283661000248685
97,5.274461000226438
98,5.276031999528641
99,5.301232999954664
