,0,100,500,1000,1500,2000
0,0.0,9.385864536161844,1.6784798727275652,4.207720245733564,4.8811693537133065,14.950170299956046
100,9.385864536161844,0.0,10.179256136831741,11.847125627481596,13.995473310061925,6.106969549287429
500,1.6784798727275652,10.179256136831741,0.0,2.097643033102804,2.1272318075986085,14.543160389353408
1000,4.207720245733564,11.847125627481596,2.097643033102804,0.0,0.3651010923482716,14.060614393731194
1500,4.8811693537133065,13.995473310061925,2.1272318075986085,0.3651010923482716,0.0,17.395839171661514
2000,14.950170299956046,6.106969549287429,14.543160389353408,14.060614393731194,17.395839171661514,0.0
