,0,100,500,1000,1500,2000
0,0.0,9.046335551857917,2.029866242953317,4.8595927138498896,5.570689433212854,11.584245540497058
100,9.046335551857917,0.0,9.381644371238975,10.479533836047942,13.265366174724738,7.068291734871495
500,2.029866242953317,9.381644371238975,0.0,2.2958575500020526,2.4069320869368105,9.42846931784702
1000,4.8595927138498896,10.479533836047942,2.2958575500020526,0.0,0.282015523495476,8.813623947745564
1500,5.570689433212854,13.265366174724738,2.4069320869368105,0.282015523495476,0.0,11.394500996920515
2000,11.584245540497058,7.068291734871495,9.42846931784702,8.813623947745564,11.394500996920515,0.0
