,0,100,500,1000,1500,2000
0,0.0,20.254821043406864,10.75429111735052,15.670687243815479,15.587785000887825,22.423031739398475
100,20.254821043406864,0.0,21.384849304637125,23.410643147522165,23.587291069047325,14.47485212098633
500,10.75429111735052,21.384849304637125,0.0,10.494748733014156,9.352517789709104,22.10089341303413
1000,15.670687243815479,23.410643147522165,10.494748733014156,0.0,4.929703622328617,21.49249634840899
1500,15.587785000887825,23.587291069047325,9.352517789709104,4.929703622328617,0.0,21.921820249401648
2000,22.423031739398475,14.47485212098633,22.10089341303413,21.49249634840899,21.921820249401648,0.0
